tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	averageRating	numVotes
tt0035423	movie	Kate & Leopold	Kate & Leopold	0	2001.0	\N	118	Comedy,Fantasy,Romance	6.4	86556
tt0099558	movie	Operation Condor	Fei ying gai wak	0	1991.0	\N	106	Action,Adventure,Comedy	7.2	21535
tt0101272	movie	The Addams Family	The Addams Family	0	1991.0	\N	99	Comedy,Fantasy	6.9	170499
tt0101316	movie	The Lover	L'amant	0	1992.0	\N	115	Biography,Drama,Romance	6.8	22381
tt0101318	movie	The Lovers on the Bridge	Les amants du Pont-Neuf	0	1991.0	\N	125	Drama,Romance	7.6	14627
tt0101329	movie	An American Tail: Fievel Goes West	An American Tail: Fievel Goes West	0	1991.0	\N	75	Adventure,Animation,Family	6.5	27161
tt0101393	movie	Backdraft	Backdraft	0	1991.0	\N	137	Action,Drama,Mystery	6.7	83328
tt0101410	movie	Barton Fink	Barton Fink	0	1991.0	\N	116	Comedy,Drama,Thriller	7.6	124938
tt0101414	movie	Beauty and the Beast	Beauty and the Beast	0	1991.0	\N	84	Animation,Family,Fantasy	8.0	462628
tt0101452	movie	Bill & Ted's Bogus Journey	Bill & Ted's Bogus Journey	0	1991.0	\N	93	Adventure,Comedy,Fantasy	6.3	78111
tt0101453	movie	Billy Bathgate	Billy Bathgate	0	1991.0	\N	106	Crime,Drama,Thriller	5.9	12380
tt0101458	movie	Until the End of the World	Bis ans Ende der Welt	0	1991.0	\N	158	Action,Drama,Sci-Fi	6.8	10734
tt0101507	movie	Boyz n the Hood	Boyz n the Hood	0	1991.0	\N	112	Crime,Drama	7.8	145458
tt0101516	movie	Bugsy	Bugsy	0	1991.0	\N	136	Biography,Crime,Drama	6.8	29945
tt0101540	movie	Cape Fear	Cape Fear	0	1991.0	\N	128	Crime,Thriller	7.3	202895
tt0101545	movie	Career Opportunities	Career Opportunities	0	1991.0	\N	83	Comedy,Romance	5.8	15996
tt0101587	movie	City Slickers	City Slickers	0	1991.0	\N	113	Comedy,Western	6.8	59956
tt0101605	movie	The Commitments	The Commitments	0	1991.0	\N	118	Comedy,Drama,Music	7.6	36815
tt0101627	movie	Critters 3	Critters 3	0	1991.0	\N	86	Comedy,Horror,Sci-Fi	4.4	12554
tt0101635	movie	Curly Sue	Curly Sue	0	1991.0	\N	101	Comedy,Drama,Family	5.8	22423
tt0101640	movie	Raise the Red Lantern	Da hong denglong gaogao gua	0	1991.0	\N	125	Drama,Romance	8.1	33797
tt0101649	movie	Thalapathi	Thalapathi	0	1991.0	\N	157	Action,Crime,Drama	8.5	12661
tt0101669	movie	Dead Again	Dead Again	0	1991.0	\N	107	Crime,Drama,Mystery	6.8	29249
tt0101698	movie	Defending Your Life	Defending Your Life	0	1991.0	\N	112	Comedy,Drama,Fantasy	7.2	19678
tt0101700	movie	Delicatessen	Delicatessen	0	1991.0	\N	99	Comedy,Crime	7.5	87153
tt0101745	movie	Doc Hollywood	Doc Hollywood	0	1991.0	\N	104	Comedy,Drama,Romance	6.3	38480
tt0101757	movie	Don't Tell Mom the Babysitter's Dead	Don't Tell Mom the Babysitter's Dead	0	1991.0	\N	102	Comedy	6.3	35364
tt0101761	movie	The Doors	The Doors	0	1991.0	\N	140	Biography,Drama,Music	7.2	95307
tt0101764	movie	Double Impact	Double Impact	0	1991.0	\N	110	Action,Crime	5.6	42160
tt0101765	movie	The Double Life of Véronique	La double vie de Véronique	0	1991.0	\N	98	Drama,Fantasy,Music	7.7	50499
tt0101775	movie	Drop Dead Fred	Drop Dead Fred	0	1991.0	\N	103	Comedy,Drama,Fantasy	5.9	30187
tt0101786	movie	Dutch	Dutch	0	1991.0	\N	107	Comedy,Drama	6.5	13305
tt0101787	movie	Dying Young	Dying Young	0	1991.0	\N	111	Drama,Romance	6.0	16752
tt0101821	movie	Ernest Scared Stupid	Ernest Scared Stupid	0	1991.0	\N	91	Comedy,Family,Fantasy	5.7	12166
tt0101829	movie	Europa	Europa	0	1991.0	\N	112	Drama,Thriller	7.6	22167
tt0101846	movie	F/X2	F/X2	0	1991.0	\N	108	Action,Thriller	5.8	11279
tt0101862	movie	Father of the Bride	Father of the Bride	0	1991.0	\N	105	Comedy,Family,Romance	6.5	79988
tt0101889	movie	The Fisher King	The Fisher King	0	1991.0	\N	137	Comedy,Drama,Fantasy	7.5	87698
tt0101912	movie	Frankie and Johnny	Frankie and Johnny	0	1991.0	\N	118	Comedy,Drama,Romance	6.7	32815
tt0101917	movie	Freddy's Dead: The Final Nightmare	Freddy's Dead: The Final Nightmare	0	1991.0	\N	89	Fantasy,Horror	4.7	48430
tt0101921	movie	Fried Green Tomatoes	Fried Green Tomatoes	0	1991.0	\N	130	Drama	7.7	77511
tt0101969	movie	Grand Canyon	Grand Canyon	0	1991.0	\N	134	Crime,Drama	6.9	16173
tt0101985	movie	A Brighter Summer Day	Guling jie shaonian sharen shijian	0	1991.0	\N	237	Crime,Drama,Romance	8.3	11370
tt0102004	movie	The Hard Way	The Hard Way	0	1991.0	\N	111	Action,Comedy,Crime	6.3	21495
tt0102005	movie	Harley Davidson and the Marlboro Man	Harley Davidson and the Marlboro Man	0	1991.0	\N	98	Action,Crime,Drama	6.1	21217
tt0102015	movie	Hearts of Darkness: A Filmmaker's Apocalypse	Hearts of Darkness: A Filmmaker's Apocalypse	0	1991.0	\N	96	Documentary	8.1	22202
tt0102034	movie	Highlander II: The Quickening	Highlander II: The Quickening	0	1991.0	\N	91	Action,Adventure,Fantasy	4.2	46861
tt0102057	movie	Hook	Hook	0	1991.0	\N	142	Adventure,Comedy,Family	6.8	261613
tt0102059	movie	Hot Shots!	Hot Shots!	0	1991.0	\N	84	Action,Comedy	6.7	111786
tt0102070	movie	Hudson Hawk	Hudson Hawk	0	1991.0	\N	100	Action,Adventure,Comedy	5.7	58000
tt0102138	movie	JFK	JFK	0	1991.0	\N	189	Drama,History,Thriller	8.0	161257
tt0102164	movie	Johnny Stecchino	Johnny Stecchino	0	1991.0	\N	102	Comedy,Crime,Romance	7.2	11146
tt0102175	movie	Jungle Fever	Jungle Fever	0	1991.0	\N	132	Drama,Romance	6.6	19012
tt0102181	movie	Kafka	Kafka	0	1991.0	\N	98	Drama,Mystery,Sci-Fi	6.8	10267
tt0102216	movie	King Ralph	King Ralph	0	1991.0	\N	97	Comedy,Romance	5.4	16496
tt0102250	movie	L.A. Story	L.A. Story	0	1991.0	\N	95	Comedy,Drama,Fantasy	6.7	33475
tt0102266	movie	The Last Boy Scout	The Last Boy Scout	0	1991.0	\N	105	Action,Comedy,Crime	7.0	106860
tt0102293	movie	Story of Ricky	Lik wong	0	1991.0	\N	91	Action,Comedy,Crime	7.0	14245
tt0102303	movie	Life Stinks	Life Stinks	0	1991.0	\N	92	Comedy	5.9	10902
tt0102316	movie	Little Man Tate	Little Man Tate	0	1991.0	\N	99	Drama	6.6	15405
tt0102343	movie	Love Potion No. 9	Love Potion No. 9	0	1992.0	\N	92	Comedy,Fantasy,Romance	5.7	14701
tt0102388	movie	The Man in the Moon	The Man in the Moon	0	1991.0	\N	99	Drama,Romance	7.3	17464
tt0102426	movie	Mediterraneo	Mediterraneo	0	1991.0	\N	96	Comedy,Drama,War	7.4	15817
tt0102492	movie	My Girl	My Girl	0	1991.0	\N	102	Comedy,Drama,Family	6.9	84189
tt0102494	movie	My Own Private Idaho	My Own Private Idaho	0	1991.0	\N	104	Drama	7.0	58725
tt0102510	movie	The Naked Gun 2½: The Smell of Fear	The Naked Gun 2½: The Smell of Fear	0	1991.0	\N	85	Comedy,Crime	6.9	116841
tt0102511	movie	Naked Lunch	Naked Lunch	0	1991.0	\N	115	Drama	6.9	53734
tt0102517	movie	Necessary Roughness	Necessary Roughness	0	1991.0	\N	108	Comedy,Sport	6.2	12507
tt0102526	movie	New Jack City	New Jack City	0	1991.0	\N	97	Action,Crime,Drama	6.6	36861
tt0102536	movie	Night on Earth	Night on Earth	0	1991.0	\N	129	Comedy,Drama	7.7	62481
tt0102555	movie	Not Without My Daughter	Not Without My Daughter	0	1991.0	\N	116	Drama,Thriller	6.4	13890
tt0102558	movie	Nothing But Trouble	Nothing But Trouble	0	1991.0	\N	94	Comedy	5.1	26151
tt0102587	movie	Only Yesterday	Omohide poro poro	0	1991.0	\N	119	Animation,Drama,Romance	7.6	34146
tt0102592	movie	One False Move	One False Move	0	1992.0	\N	105	Crime,Drama,Thriller	7.1	12518
tt0102598	movie	Only the Lonely	Only the Lonely	0	1991.0	\N	104	Comedy,Romance	6.3	11765
tt0102603	movie	Oscar	Oscar	0	1991.0	\N	109	Comedy,Crime	6.5	32995
tt0102614	movie	Out for Justice	Out for Justice	0	1991.0	\N	91	Action,Crime,Drama	6.1	24757
tt0102685	movie	Point Break	Point Break	0	1991.0	\N	122	Action,Crime,Thriller	7.2	190365
tt0102713	movie	The Prince of Tides	The Prince of Tides	0	1991.0	\N	132	Drama,Romance	6.8	18775
tt0102719	movie	Problem Child 2	Problem Child 2	0	1991.0	\N	90	Comedy,Family	4.8	22970
tt0102768	movie	Regarding Henry	Regarding Henry	0	1991.0	\N	108	Drama,Romance	6.7	33280
tt0102782	movie	Return to the Blue Lagoon	Return to the Blue Lagoon	0	1991.0	\N	102	Adventure,Drama,Romance	5.1	20704
tt0102789	movie	Ricochet	Ricochet	0	1991.0	\N	102	Action,Crime,Drama	6.1	19129
tt0102798	movie	Robin Hood: Prince of Thieves	Robin Hood: Prince of Thieves	0	1991.0	\N	143	Action,Adventure,Drama	6.9	199779
tt0102802	movie	Rock-A-Doodle	Rock-A-Doodle	0	1991.0	\N	74	Adventure,Animation,Comedy	6.0	10021
tt0102803	movie	The Rocketeer	The Rocketeer	0	1991.0	\N	108	Action,Adventure,Family	6.5	59500
tt0102900	movie	Shattered	Shattered	0	1991.0	\N	98	Crime,Drama,Mystery	6.5	10681
tt0102915	movie	Showdown in Little Tokyo	Showdown in Little Tokyo	0	1991.0	\N	79	Action,Comedy,Crime	6.1	19822
tt0102926	movie	The Silence of the Lambs	The Silence of the Lambs	0	1991.0	\N	118	Crime,Drama,Thriller	8.6	1460633
tt0102945	movie	Sleeping with the Enemy	Sleeping with the Enemy	0	1991.0	\N	99	Drama,Thriller	6.2	61017
tt0102951	movie	Soapdish	Soapdish	0	1991.0	\N	97	Comedy,Romance	6.6	16884
tt0102975	movie	Star Trek VI: The Undiscovered Country	Star Trek VI: The Undiscovered Country	0	1991.0	\N	110	Action,Adventure,Sci-Fi	7.2	77921
tt0103003	movie	Suburban Commando	Suburban Commando	0	1991.0	\N	90	Action,Comedy,Sci-Fi	4.5	10619
tt0103030	movie	High Heels	Tacones lejanos	0	1991.0	\N	112	Comedy,Drama,Romance	7.0	16606
tt0103060	movie	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	0	1991.0	\N	88	Action,Adventure,Comedy	6.0	57715
tt0103064	movie	Terminator 2: Judgment Day	Terminator 2: Judgment Day	0	1991.0	\N	137	Action,Sci-Fi	8.6	1118330
tt0103074	movie	Thelma & Louise	Thelma & Louise	0	1991.0	\N	130	Adventure,Crime,Drama	7.5	160894
tt0103112	movie	Toy Soldiers	Toy Soldiers	0	1991.0	\N	111	Action,Drama,Thriller	6.6	23707
tt0103241	movie	What About Bob?	What About Bob?	0	1991.0	\N	99	Comedy	7.0	71768
tt0103247	movie	White Fang	White Fang	0	1991.0	\N	107	Adventure,Drama	6.7	21586
tt0103285	movie	Once Upon a Time in China	Wong Fei Hung	0	1991.0	\N	134	Action,Adventure,Drama	7.2	19217
tt0103594	movie	1492: Conquest of Paradise	1492: Conquest of Paradise	0	1992.0	\N	154	Adventure,Biography,Drama	6.4	31327
tt0103596	movie	3 Ninjas	3 Ninjas	0	1992.0	\N	84	Action,Comedy,Family	5.3	22321
tt0103639	movie	Aladdin	Aladdin	0	1992.0	\N	90	Adventure,Animation,Comedy	8.0	433616
tt0103644	movie	Alien³	Alien³	0	1992.0	\N	114	Action,Horror,Sci-Fi	6.4	306571
tt0103747	movie	The Babe	The Babe	0	1992.0	\N	115	Biography,Drama,Sport	5.9	11264
tt0103759	movie	Bad Lieutenant	Bad Lieutenant	0	1992.0	\N	96	Crime,Drama,Thriller	7.0	45098
tt0103767	movie	Baraka	Baraka	0	1992.0	\N	96	Documentary	8.5	39781
tt0103772	movie	Basic Instinct	Basic Instinct	0	1992.0	\N	127	Drama,Mystery,Thriller	7.0	207039
tt0103776	movie	Batman Returns	Batman Returns	0	1992.0	\N	126	Action,Crime,Fantasy	7.1	312464
tt0103786	movie	Beethoven	Beethoven	0	1992.0	\N	87	Comedy,Drama,Family	5.7	73525
tt0103791	movie	Belle Epoque	Belle Epoque	0	1992.0	\N	109	Comedy,Drama,Romance	7.1	10824
tt0103793	movie	Benny's Video	Benny's Video	0	1992.0	\N	110	Crime,Drama	7.1	17445
tt0103850	movie	Bob Roberts	Bob Roberts	0	1992.0	\N	102	Comedy,Drama	7.0	15316
tt0103855	movie	The Bodyguard	The Bodyguard	0	1992.0	\N	129	Action,Drama,Music	6.3	140414
tt0103859	movie	Boomerang	Boomerang	0	1992.0	\N	117	Comedy,Drama,Romance	5.6	30336
tt0103873	movie	Dead Alive	Braindead	0	1992.0	\N	104	Comedy,Fantasy,Horror	7.5	99727
tt0103874	movie	Dracula	Dracula	0	1992.0	\N	128	Drama,Fantasy,Horror	7.4	224452
tt0103893	movie	Buffy the Vampire Slayer	Buffy the Vampire Slayer	0	1992.0	\N	86	Action,Comedy,Fantasy	5.7	46740
tt0103905	movie	Man Bites Dog	C'est arrivé près de chez vous	0	1992.0	\N	95	Comedy,Crime,Drama	7.4	42205
tt0103919	movie	Candyman	Candyman	0	1992.0	\N	99	Horror,Thriller	6.7	94915
tt0103924	movie	Captain Ron	Captain Ron	0	1992.0	\N	100	Adventure,Comedy	5.8	22072
tt0103939	movie	Chaplin	Chaplin	0	1992.0	\N	143	Biography,Comedy,Drama	7.5	59435
tt0103950	movie	City Hunter	Sing si lip yan	0	1993.0	\N	105	Action,Comedy,Crime	6.3	11643
tt0103956	movie	Child's Play 3	Child's Play 3	0	1991.0	\N	90	Horror,Thriller	5.1	43462
tt0103994	movie	Like Water for Chocolate	Como agua para chocolate	0	1992.0	\N	105	Drama,Romance	7.1	18325
tt0104009	movie	Cool World	Cool World	0	1992.0	\N	102	Animation,Comedy,Fantasy	4.8	23909
tt0104029	movie	Cronos	Cronos	0	1992.0	\N	94	Drama,Fantasy,Horror	6.7	31710
tt0104036	movie	The Crying Game	The Crying Game	0	1992.0	\N	112	Crime,Drama,Romance	7.2	57451
tt0104040	movie	The Cutting Edge	The Cutting Edge	0	1992.0	\N	101	Comedy,Drama,Romance	6.9	21307
tt0104070	movie	Death Becomes Her	Death Becomes Her	0	1992.0	\N	104	Comedy,Fantasy,Horror	6.6	123655
tt0104073	movie	Deep Cover	Deep Cover	0	1992.0	\N	107	Action,Crime,Thriller	6.9	12675
tt0104114	movie	The Distinguished Gentleman	The Distinguished Gentleman	0	1992.0	\N	112	Comedy,Crime	5.9	16462
tt0104181	movie	Wuthering Heights	Wuthering Heights	0	1992.0	\N	105	Drama,History,Romance	6.6	13870
tt0104187	movie	Encino Man	Encino Man	0	1992.0	\N	88	Comedy	5.8	43321
tt0104231	movie	Far and Away	Far and Away	0	1992.0	\N	140	Adventure,Drama,Romance	6.6	65742
tt0104237	movie	Damage	Damage	0	1992.0	\N	111	Drama,Romance	6.7	19304
tt0104254	movie	FernGully: The Last Rainforest	FernGully: The Last Rainforest	0	1992.0	\N	76	Adventure,Animation,Family	6.5	31825
tt0104257	movie	A Few Good Men	A Few Good Men	0	1992.0	\N	138	Drama,Thriller	7.7	271972
tt0104265	movie	Final Analysis	Final Analysis	0	1992.0	\N	124	Drama,Thriller	5.9	14774
tt0104291	movie	Forever Young	Forever Young	0	1992.0	\N	102	Drama,Romance,Sci-Fi	6.3	48597
tt0104299	movie	Freejack	Freejack	0	1992.0	\N	110	Action,Crime,Sci-Fi	5.4	16792
tt0104348	movie	Glengarry Glen Ross	Glengarry Glen Ross	0	1992.0	\N	100	Crime,Drama,Mystery	7.7	109726
tt0104389	movie	The Hand That Rocks the Cradle	The Hand That Rocks the Cradle	0	1992.0	\N	110	Drama,Thriller	6.7	46383
tt0104409	movie	Hellraiser III: Hell on Earth	Hellraiser III: Hell on Earth	0	1992.0	\N	97	Horror	5.5	33092
tt0104412	movie	Hero	Hero	0	1992.0	\N	119	Comedy,Drama,Romance	6.5	22976
tt0104427	movie	Hoffa	Hoffa	0	1992.0	\N	140	Biography,Crime,Drama	6.6	23930
tt0104431	movie	Home Alone 2: Lost in New York	Home Alone 2: Lost in New York	0	1992.0	\N	120	Adventure,Comedy,Crime	6.8	373546
tt0104437	movie	Honey, I Blew Up the Kid	Honey, I Blew Up the Kid	0	1992.0	\N	89	Adventure,Comedy,Family	4.9	45402
tt0104438	movie	Honeymoon in Vegas	Honeymoon in Vegas	0	1992.0	\N	96	Comedy,Romance,Thriller	5.8	18596
tt0104452	movie	HouseSitter	Housesitter	0	1992.0	\N	102	Comedy,Romance	6.1	25894
tt0104454	movie	Howards End	Howards End	0	1992.0	\N	142	Drama,Romance	7.4	33933
tt0104466	movie	Husbands and Wives	Husbands and Wives	0	1992.0	\N	108	Comedy,Drama,Romance	7.5	30067
tt0104507	movie	Indochine	Indochine	0	1992.0	\N	160	Drama,Romance,War	7.0	10456
tt0104511	movie	Innocent Blood	Innocent Blood	0	1992.0	\N	112	Action,Comedy,Crime	6.2	10546
tt0104545	movie	Jamón, Jamón	Jamón Jamón	0	1992.0	\N	95	Comedy,Drama,Romance	6.4	14308
tt0104549	movie	Jennifer 8	Jennifer Eight	0	1992.0	\N	124	Crime,Drama,Mystery	6.3	17652
tt0104558	movie	Supercop	Ging chaat goo si III: Chiu kup ging chaat	0	1992.0	\N	96	Action,Comedy,Crime	6.9	22867
tt0104561	movie	Jo Jeeta Wohi Sikandar	Jo Jeeta Wohi Sikandar	0	1992.0	\N	174	Comedy,Drama,Romance	8.1	23709
tt0104573	movie	Juice	Juice	0	1992.0	\N	95	Action,Crime,Drama	7.0	28438
tt0104647	movie	Kuffs	Kuffs	0	1992.0	\N	102	Action,Comedy,Crime	5.9	11166
tt0104652	movie	Porco Rosso	Kurenai no buta	0	1992.0	\N	94	Adventure,Animation,Comedy	7.7	93511
tt0104670	movie	Ladybugs	Ladybugs	0	1992.0	\N	90	Comedy,Sport	5.5	10113
tt0104684	movie	Hard Boiled	Lat sau san taam	0	1992.0	\N	128	Action,Crime,Thriller	7.7	51942
tt0104691	movie	The Last of the Mohicans	The Last of the Mohicans	0	1992.0	\N	112	Action,Adventure,Drama	7.7	176512
tt0104692	movie	The Lawnmower Man	The Lawnmower Man	0	1992.0	\N	108	Horror,Sci-Fi	5.4	37286
tt0104694	movie	A League of Their Own	A League of Their Own	0	1992.0	\N	128	Comedy,Drama,Sport	7.3	113720
tt0104695	movie	Leap of Faith	Leap of Faith	0	1992.0	\N	108	Comedy,Drama,Romance	6.1	13734
tt0104714	movie	Lethal Weapon 3	Lethal Weapon 3	0	1992.0	\N	118	Action,Crime,Thriller	6.7	172667
tt0104756	movie	Lorenzo's Oil	Lorenzo's Oil	0	1992.0	\N	129	Biography,Drama	7.3	23332
tt0104779	movie	Bitter Moon	Bitter Moon	0	1992.0	\N	139	Drama,Romance,Thriller	7.2	40548
tt0104797	movie	Malcolm X	Malcolm X	0	1992.0	\N	202	Biography,Drama,History	7.7	97666
tt0104815	movie	El Mariachi	El mariachi	0	1992.0	\N	81	Action,Crime,Thriller	6.8	68991
tt0104839	movie	Medicine Man	Medicine Man	0	1992.0	\N	106	Adventure,Drama,Romance	6.0	24039
tt0104850	movie	Memoirs of an Invisible Man	Memoirs of an Invisible Man	0	1992.0	\N	99	Comedy,Romance,Sci-Fi	6.0	25849
tt0104868	movie	The Mighty Ducks	The Mighty Ducks	0	1992.0	\N	104	Comedy,Drama,Family	6.5	68596
tt0104926	movie	Mr. Baseball	Mr. Baseball	0	1992.0	\N	108	Comedy,Romance,Sport	6.0	11822
tt0104940	movie	The Muppet Christmas Carol	The Muppet Christmas Carol	0	1992.0	\N	85	Comedy,Drama,Family	7.7	63974
tt0104952	movie	My Cousin Vinny	My Cousin Vinny	0	1992.0	\N	120	Comedy,Crime	7.6	130808
tt0104990	movie	Newsies	Newsies	0	1992.0	\N	121	Drama,Family,History	6.9	21576
tt0105017	movie	Noises Off...	Noises Off...	0	1992.0	\N	101	Comedy	7.4	11689
tt0105046	movie	Of Mice and Men	Of Mice and Men	0	1992.0	\N	115	Drama,Western	7.5	45029
tt0105104	movie	Passenger 57	Passenger 57	0	1992.0	\N	84	Action,Crime,Thriller	5.9	49244
tt0105112	movie	Patriot Games	Patriot Games	0	1992.0	\N	117	Action,Thriller	6.8	115674
tt0105121	movie	The People Under the Stairs	The People Under the Stairs	0	1991.0	\N	102	Comedy,Horror,Mystery	6.4	36931
tt0105128	movie	Pet Sematary II	Pet Sematary II	0	1992.0	\N	100	Fantasy,Horror,Thriller	4.9	22219
tt0105130	movie	Peter's Friends	Peter's Friends	0	1992.0	\N	101	Comedy,Drama,Romance	7.0	11733
tt0105151	movie	The Player	The Player	0	1992.0	\N	124	Comedy,Crime,Drama	7.5	62762
tt0105156	movie	Poison Ivy	Poison Ivy	0	1992.0	\N	93	Drama,Thriller	5.4	19255
tt0105159	movie	The Power of One	The Power of One	0	1992.0	\N	127	Drama,Sport	7.1	10298
tt0105211	movie	Radio Flyer	Radio Flyer	0	1992.0	\N	114	Drama	6.9	13807
tt0105217	movie	Raising Cain	Raising Cain	0	1992.0	\N	92	Crime,Drama,Horror	6.0	16676
tt0105226	movie	Red Rock West	Red Rock West	0	1993.0	\N	98	Crime,Drama,Thriller	7.0	23573
tt0105236	movie	Reservoir Dogs	Reservoir Dogs	0	1992.0	\N	99	Crime,Thriller	8.3	1038435
tt0105265	movie	A River Runs Through It	A River Runs Through It	0	1992.0	\N	123	Drama	7.2	62606
tt0105271	movie	Roja	Roja	0	1992.0	\N	137	Drama,Romance,Thriller	8.1	13227
tt0105275	movie	Romper Stomper	Romper Stomper	0	1992.0	\N	94	Crime,Drama,Thriller	6.8	40594
tt0105323	movie	Scent of a Woman	Scent of a Woman	0	1992.0	\N	156	Drama	8.0	307844
tt0105327	movie	School Ties	School Ties	0	1992.0	\N	106	Drama	6.9	26067
tt0105378	movie	Shadows and Fog	Shadows and Fog	0	1991.0	\N	85	Comedy	6.7	17607
tt0105391	movie	Shining Through	Shining Through	0	1992.0	\N	132	Drama,Romance,Thriller	6.4	10329
tt0105399	movie	Twin Dragons	Seong lung wui	0	1992.0	\N	104	Action,Comedy	6.4	12152
tt0105414	movie	Single White Female	Single White Female	0	1992.0	\N	107	Drama,Thriller	6.4	39310
tt0105415	movie	Singles	Singles	0	1992.0	\N	99	Comedy,Drama,Music	6.7	31233
tt0105417	movie	Sister Act	Sister Act	0	1992.0	\N	100	Comedy,Family,Music	6.5	102845
tt0105428	movie	Sleepwalkers	Sleepwalkers	0	1992.0	\N	91	Fantasy,Horror	5.3	23410
tt0105435	movie	Sneakers	Sneakers	0	1992.0	\N	126	Comedy,Crime,Drama	7.1	60375
tt0105459	movie	Split Second	Split Second	0	1992.0	\N	90	Action,Crime,Horror	6.0	15671
tt0105466	movie	Stay Tuned	Stay Tuned	0	1992.0	\N	88	Adventure,Comedy,Fantasy	6.2	13446
tt0105477	movie	Stop! Or My Mom Will Shoot	Stop! Or My Mom Will Shoot	0	1992.0	\N	87	Action,Comedy	4.3	43419
tt0105488	movie	Strictly Ballroom	Strictly Ballroom	0	1992.0	\N	94	Comedy,Drama,Music	7.2	28480
tt0105585	movie	Thunderheart	Thunderheart	0	1992.0	\N	119	Crime,Mystery,Thriller	6.8	16567
tt0105616	movie	Tom and Jerry: The Movie	Tom and Jerry: The Movie	0	1992.0	\N	84	Adventure,Animation,Comedy	5.4	11507
tt0105629	movie	Toys	Toys	0	1992.0	\N	118	Adventure,Comedy,Drama	5.1	32729
tt0105636	movie	Trespass	Trespass	0	1992.0	\N	101	Action,Thriller	6.3	13354
tt0105665	movie	Twin Peaks: Fire Walk with Me	Twin Peaks: Fire Walk with Me	0	1992.0	\N	134	Drama,Horror,Mystery	7.2	100017
tt0105682	movie	Un Coeur en Hiver	Un coeur en hiver	0	1992.0	\N	105	Drama,Music,Romance	7.6	10278
tt0105690	movie	Under Siege	Under Siege	0	1992.0	\N	103	Action,Thriller	6.5	90712
tt0105695	movie	Unforgiven	Unforgiven	0	1992.0	\N	130	Drama,Western	8.2	419215
tt0105698	movie	Universal Soldier	Universal Soldier	0	1992.0	\N	102	Action,Sci-Fi	6.1	92524
tt0105699	movie	Unlawful Entry	Unlawful Entry	0	1992.0	\N	111	Crime,Drama,Thriller	6.4	17860
tt0105793	movie	Wayne's World	Wayne's World	0	1992.0	\N	94	Comedy,Music	7.0	162772
tt0105812	movie	White Men Can't Jump	White Men Can't Jump	0	1992.0	\N	115	Comedy,Sport	6.8	90595
tt0105839	movie	Once Upon a Time in China II	Wong Fei Hung II: Nam yee tung chi keung	0	1992.0	\N	113	Action,Adventure,Biography	7.3	10220
tt0106220	movie	Addams Family Values	Addams Family Values	0	1993.0	\N	94	Comedy,Fantasy	6.8	102980
tt0106226	movie	The Age of Innocence	The Age of Innocence	0	1993.0	\N	139	Drama,Romance	7.2	62719
tt0106246	movie	Alive	Alive	0	1993.0	\N	128	Biography,Drama,Thriller	7.1	58319
tt0106292	movie	Another Stakeout	Another Stakeout	0	1993.0	\N	108	Comedy,Crime	5.6	14975
tt0106307	movie	Arizona Dream	Arizona Dream	0	1993.0	\N	142	Comedy,Drama,Fantasy	7.2	44568
tt0106308	movie	Army of Darkness	Army of Darkness	0	1992.0	\N	81	Comedy,Horror	7.4	184152
tt0106332	movie	Farewell My Concubine	Ba wang bie ji	0	1993.0	\N	171	Drama,Music,Romance	8.1	30633
tt0106333	movie	Baazigar	Baazigar	0	1993.0	\N	175	Crime,Drama,Musical	7.6	28952
tt0106341	movie	Bad Boy Bubby	Bad Boy Bubby	0	1993.0	\N	114	Comedy,Crime,Drama	7.3	14428
tt0106364	movie	Batman: Mask of the Phantasm	Batman: Mask of the Phantasm	0	1993.0	\N	76	Action,Adventure,Animation	7.8	53217
tt0106375	movie	Beethoven's 2nd	Beethoven's 2nd	0	1993.0	\N	89	Comedy,Family,Romance	4.9	28773
tt0106387	movie	Benny & Joon	Benny & Joon	0	1993.0	\N	98	Comedy,Drama,Romance	7.1	59927
tt0106400	movie	The Beverly Hillbillies	The Beverly Hillbillies	0	1993.0	\N	92	Comedy,Family	5.0	19171
tt0106452	movie	Body Snatchers	Body Snatchers	0	1993.0	\N	87	Horror,Sci-Fi	6.0	20220
tt0106453	movie	Body of Evidence	Body of Evidence	0	1992.0	\N	99	Drama,Thriller	4.5	15731
tt0106469	movie	Bound by Honor	Bound by Honor	0	1993.0	\N	180	Crime,Drama	7.9	32502
tt0106471	movie	Boxing Helena	Boxing Helena	0	1993.0	\N	107	Drama,Mystery,Romance	4.7	12582
tt0106489	movie	A Bronx Tale	A Bronx Tale	0	1993.0	\N	121	Crime,Drama	7.8	147670
tt0106500	movie	CB4	CB4	0	1993.0	\N	89	Comedy,Music	6.2	10009
tt0106519	movie	Carlito's Way	Carlito's Way	0	1993.0	\N	144	Crime,Drama,Thriller	7.9	223571
tt0106582	movie	Cliffhanger	Cliffhanger	0	1993.0	\N	113	Action,Adventure,Thriller	6.5	133775
tt0106598	movie	Coneheads	Coneheads	0	1993.0	\N	88	Comedy,Sci-Fi	5.4	55872
